tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
59729	Taeniopygia guttata	100220414	0	live	NCBP3		nuclear cap binding subunit 3	uncharacterized protein C17orf85 homolog		19	NC_011483.1	6465052	6482232	minus	13		
59729	Taeniopygia guttata	100220413	0	live	DUS3L		dihydrouridine synthase 3 like	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like		28	NC_011492.1	4660917	4667091	plus	14		
59729	Taeniopygia guttata	100220409	0	live	INTS2		integrator complex subunit 2	integrator complex subunit 2		19	NC_011483.1	9116402	9131017	plus	24		
59729	Taeniopygia guttata	100220407	0	live	ESM1		endothelial cell specific molecule 1	endothelial cell-specific molecule 1		Z	NC_011493.1	47164592	47171113	minus	3		
59729	Taeniopygia guttata	100220404	0	live	MTMR9		myotubularin related protein 9	myotubularin-related protein 9		3	NC_011466.1	111138062	111183522	minus	12		
59729	Taeniopygia guttata	100220403	0	live	COMMD1		copper metabolism domain containing 1	COMM domain-containing protein 1|KLRAQ motif containing 1		3	NC_011466.1	902899	962452	plus	3		
59729	Taeniopygia guttata	100220399	0	live	LMAN1		lectin, mannose binding 1	protein ERGIC-53		3							
59729	Taeniopygia guttata	100220398	0	live	TAF1C		TATA-box binding protein associated factor, RNA polymerase I subunit C	TATA box-binding protein-associated factor RNA polymerase I subunit C		Z	NC_011493.1	39758358	39764143	plus	19		
59729	Taeniopygia guttata	100220396	0	live	NIF3L1		NGG1 interacting factor 3 like 1	NIF3-like protein 1		7	NC_011471.1	22216997	22222501	minus	6		
59729	Taeniopygia guttata	100220395	0	live	RILP		Rab interacting lysosomal protein	rab-interacting lysosomal protein		19	NC_011483.1	6675024	6680065	minus	8		
59729	Taeniopygia guttata	100220394	0	live	RXFP3		relaxin/insulin like family peptide receptor 3	relaxin-3 receptor 1		Z	NC_011493.1	41027669	41028898	plus	1		
59729	Taeniopygia guttata	100220393	0	live	FAM117B		family with sequence similarity 117 member B	protein FAM117B|amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13		7	NC_011471.1	21556997	21580322	minus	8		
59729	Taeniopygia guttata	100220392	0	live	RAB34		RAB34, member RAS oncogene family	ras-related protein Rab-34		19	NC_011483.1	7181458	7183502	minus	10		
59729	Taeniopygia guttata	100220391	0	live	CNTN6		contactin 6	contactin-6		12	NC_011476.1	19108752	19246101	plus	23		
59729	Taeniopygia guttata	100220388	0	live	ABR		active BCR-related	active breakpoint cluster region-related protein		19	NC_011483.1	7802499	7814959	plus	16		
59729	Taeniopygia guttata	100220386	0	live	FBXO4	CZH5orf51	F-box protein 4	F-box only protein 4		Z	NC_011493.1	43928476	43939641	plus	10		
59729	Taeniopygia guttata	100220384	0	live	NFS1		NFS1, cysteine desulfurase	cysteine desulfurase, mitochondrial|NFS1 nitrogen fixation 1 homolog		20	NC_011484.1	217510	231569	minus	13		
59729	Taeniopygia guttata	100220383	0	live	RAB3GAP1		RAB3 GTPase activating protein catalytic subunit 1	rab3 GTPase-activating protein catalytic subunit		7	NC_011471.1	33059340	33079792	plus	25		
59729	Taeniopygia guttata	100220380	0	live	TLDC2	C20H20orf118	TBC/LysM-associated domain containing 2	TLD domain-containing protein 2		20	NC_011484.1	769350	771418	minus	5		
59729	Taeniopygia guttata	100220379	0	live	HTR5A		5-hydroxytryptamine receptor 5A	5-hydroxytryptamine receptor 5A		2	NC_011465.1	8492361	8494389	plus	2		
59729	Taeniopygia guttata	100220378	0	live	AKAP1		A-kinase anchoring protein 1	A-kinase anchor protein 1, mitochondrial		19	NC_011483.1	10726157	10738664	minus	11		
59729	Taeniopygia guttata	100220373	0	live	WDR37		WD repeat domain 37	WD repeat-containing protein 37		2	NC_011465.1	11572767	11611169	plus	14		
59729	Taeniopygia guttata	100220372	0	live	CYFIP2		cytoplasmic FMR1 interacting protein 2	cytoplasmic FMR1-interacting protein 2		13	NC_011477.1	4727731	4779403	minus	31		
59729	Taeniopygia guttata	100220370	0	live	HNRNPA0		heterogeneous nuclear ribonucleoprotein A0	LOW QUALITY PROTEIN: heterogeneous nuclear ribonucleoprotein A0		13	NC_011477.1	8429547	8433538	plus	3		
59729	Taeniopygia guttata	100220368	0	live	R3HDM1		R3H domain containing 1	R3H domain-containing protein 1		7	NC_011471.1	33122217	33204928	plus	28		
59729	Taeniopygia guttata	100220367	0	live	RAB11B		RAB11B, member RAS oncogene family	ras-related protein Rab-11B		28	NC_011492.1	572957	589537	minus	5		
59729	Taeniopygia guttata	100220365	0	live	HK3		hexokinase 3	hexokinase-3		13	NC_011477.1	3598895	3613843	plus	21		
59729	Taeniopygia guttata	100220363	0	live	GEMIN5		gem nuclear organelle associated protein 5	gem-associated protein 5|gem-associated protein 5-like		13	NC_011477.1	5411610	5429226	plus	28		
59729	Taeniopygia guttata	100220361	0	live	CAV1		caveolin 1	caveolin-1		1A	NC_011463.1	24505033	24527749	minus	4		
59729	Taeniopygia guttata	100220360	0	live	HMGB2		high mobility group box 2	high mobility group protein B2		4	NC_011467.1	34309633	34315202	minus	4		
59729	Taeniopygia guttata	100220356	0	live	IFRD1		interferon related developmental regulator 1	interferon-related developmental regulator 1		1A	NC_011463.1	26339500	26347914	minus	11		
59729	Taeniopygia guttata	100220355	0	live	MSH3		mutS homolog 3	DNA mismatch repair protein Msh3		Z	NC_011493.1	72193065	72292749	minus	24		
59729	Taeniopygia guttata	100220353	0	live	PTGFR		prostaglandin F receptor	prostaglandin F2-alpha receptor		8	NC_011472.1	15358041	15374055	minus	2		
59729	Taeniopygia guttata	100220350	0	live	TEC		tec protein tyrosine kinase	tyrosine-protein kinase Tec		4	NC_011467.1	45078989	45107865	plus	17		
59729	Taeniopygia guttata	100220349	0	live	EIF2S3		eukaryotic translation initiation factor 2 subunit gamma	eukaryotic translation initiation factor 2 subunit 3		1	NC_011462.1	12880438	12894883	minus	12		
59729	Taeniopygia guttata	100220348	0	live	HELT		helt bHLH transcription factor	hairy and enhancer of split-related protein HELT		4	NC_011467.1	38767616	38768976	plus	4		
59729	Taeniopygia guttata	100220347	0	live	SOX8		SRY-box 8	transcription factor SOX-8		14	NC_011478.1	9825449	9828897	plus	3		
59729	Taeniopygia guttata	100220346	0	live	BNIP3L		BCL2 interacting protein 3 like	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like		22	NC_011486.1	1427089	1438814	minus	7		
59729	Taeniopygia guttata	100220345	0	live	TMPRSS3		transmembrane protease, serine 3	transmembrane protease serine 3		1	NC_011462.1	3859353	3908522	minus	12		
59729	Taeniopygia guttata	100220344	0	live	SYNGR3		synaptogyrin 3	synaptogyrin-3		14	NC_011478.1	9424554	9438387	minus	3		
59729	Taeniopygia guttata	100220343	0	live	PLPBP	PROSC	pyridoxal phosphate binding protein	proline synthase co-transcribed bacterial homolog protein|proline synthetase cotranscribed homolog		22	NC_011486.1	2695457	2701196	plus	8		
59729	Taeniopygia guttata	100220342	0	live	AKR1A1		aldo-keto reductase family 1 member A1	alcohol dehydrogenase [NADP(+)]		8	NC_011472.1	18196491	18217691	plus	9		
59729	Taeniopygia guttata	100220341	0	live	PPAT		phosphoribosyl pyrophosphate amidotransferase	amidophosphoribosyltransferase		4	NC_011467.1	43055182	43066674	plus	11		
59729	Taeniopygia guttata	100220340	0	live	GID4		GID complex subunit 4 homolog	glucose-induced degradation protein 4 homolog|GID complex subunit 4, VID24 homolog		14	NC_011478.1	10394614	10402373	minus	6		
59729	Taeniopygia guttata	100220339	0	live	GINS4		GINS complex subunit 4	DNA replication complex GINS protein SLD5|smooth muscle protein phosphatase type 1-binding subunit		22	NC_011486.1	3178770	3185763	plus	8		
59729	Taeniopygia guttata	100220338	0	live	DHCR24		24-dehydrocholesterol reductase	delta(24)-sterol reductase		8	NC_011472.1	22946088	22955272	minus	9		
59729	Taeniopygia guttata	100220337	0	live	XK		X-linked Kx blood group	membrane transport protein XK|X-linked Kx blood group (McLeod syndrome)		1	NC_011462.1	8009046	8026519	minus	3		
59729	Taeniopygia guttata	100220336	0	live	TMEM170B		transmembrane protein 170B	transmembrane protein 170B		2	NC_011465.1	68662183	68675897	plus	3		
59729	Taeniopygia guttata	100220335	0	live	GPR146		G protein-coupled receptor 146	probable G-protein coupled receptor 146		14	NC_011478.1	13512792	13558972	minus	4		
59729	Taeniopygia guttata	100220334	0	live	TESK2		testis-specific kinase 2	dual specificity testis-specific protein kinase 2		8	NC_011472.1	18046584	18125873	minus	11		
59729	Taeniopygia guttata	100220332	0	live	SMURF1		SMAD specific E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase SMURF1		14	NC_011478.1	11246555	11270534	plus	18		
59729	Taeniopygia guttata	100220330	0	live	SIRT5		sirtuin 5	NAD-dependent protein deacylase sirtuin-5, mitochondrial		2	NC_011465.1	71296353	71305250	minus	9		
59729	Taeniopygia guttata	100220328	0	live	MICALL2		MICAL like 2	MICAL-like protein 2		14	NC_011478.1	13250718	13270091	plus	17		
59729	Taeniopygia guttata	100220326	0	live	CDKN2C		cyclin dependent kinase inhibitor 2C	cyclin-dependent kinase 4 inhibitor C		8	NC_011472.1	21434378	21438947	plus	3		
59729	Taeniopygia guttata	100220325	0	live	USP42		ubiquitin specific peptidase 42	ubiquitin carboxyl-terminal hydrolase 42		14	NC_011478.1	15124756	15139437	plus	16		
59729	Taeniopygia guttata	100220323	0	live	NDC1	TMEM48	NDC1 transmembrane nucleoporin	nucleoporin NDC1|transmembrane protein 48		8	NC_011472.1	22725297	22739703	minus	18		
59729	Taeniopygia guttata	100220320	0	live	MYSM1		Myb like, SWIRM and MPN domains 1	histone H2A deubiquitinase MYSM1		8	NC_011472.1	24219079	24234678	minus	19		
59729	Taeniopygia guttata	100220318	0	live	DNAJC9		DnaJ heat shock protein family (Hsp40) member C9	dnaJ homolog subfamily C member 9		6	NC_011470.1	3332862	3335483	minus	5		
59729	Taeniopygia guttata	100220316	0	live	AK4		adenylate kinase 4	adenylate kinase 4, mitochondrial|adenylate kinase 3-like 2		8	NC_011472.1	26304563	26316246	plus	4		
59729	Taeniopygia guttata	100220315	0	live	IGFBP3		insulin like growth factor binding protein 3	insulin-like growth factor-binding protein 3		2	NC_011465.1	77722821	77737454	minus	5		
59729	Taeniopygia guttata	100220314	0	live	RHOU		ras homolog family member U	rho-related GTP-binding protein RhoU		3	NC_011466.1	43020404	43027769	minus	4		
59729	Taeniopygia guttata	100220313	0	live	BLM		Bloom syndrome RecQ like helicase	Bloom syndrome protein|Bloom syndrome protein homolog		10	NC_011474.1	20414599	20426862	minus	19		
59729	Taeniopygia guttata	100220312	0	live	ZMIZ1		zinc finger MIZ-type containing 1	zinc finger MIZ domain-containing protein 1		6	NC_011470.1	11066495	11370735	minus	22		
59729	Taeniopygia guttata	100220310	0	live	WAPL		WAPL cohesin release factor	wings apart-like protein homolog		6	NC_011470.1	7832926	7896624	minus	19		
59729	Taeniopygia guttata	100220308	0	live	FMN2		formin 2	formin-2		3	NC_011466.1	46601968	46756760	plus	19		
59729	Taeniopygia guttata	100220307	0	live	KATNAL2		katanin catalytic subunit A1 like 2	katanin p60 ATPase-containing subunit A-like 2		Z	NC_011493.1	85016	107068	plus	14		
59729	Taeniopygia guttata	100220306	0	live	THAP5		THAP domain containing 5	THAP domain-containing protein 5		1A	NC_011463.1	27727553	27733365	plus	5		
59729	Taeniopygia guttata	100220304	0	live	MAP7		microtubule associated protein 7	ensconsin		3	NC_011466.1	50000846	50099499	minus	18		
59729	Taeniopygia guttata	100220303	0	live	NEIL1		nei like DNA glycosylase 1	endonuclease 8-like 1		10	NC_011474.1	1784661	1787852	minus	10		
59729	Taeniopygia guttata	100220301	0	live	CRELD2		cysteine rich with EGF like domains 2	cysteine-rich with EGF-like domain protein 2|cysteine-rich with EGF-like domain protein 2-A-like		1A	NC_011463.1	18137794	18151971	plus	10		
59729	Taeniopygia guttata	100220300	0	live	ETFA		electron transfer flavoprotein alpha subunit	electron transfer flavoprotein subunit alpha, mitochondrial|electron transfer flavoprotein, alpha polypeptide		10	NC_011474.1	872491	907339	minus	12		
59729	Taeniopygia guttata	100220299	0	live	HFE2		hemochromatosis type 2 (juvenile)	hemojuvelin		Un							
59729	Taeniopygia guttata	100220298	0	live	SORBS1		sorbin and SH3 domain containing 1	sorbin and SH3 domain-containing protein 1		6	NC_011470.1	15270897	15343420	plus	33		
59729	Taeniopygia guttata	100220296	0	live	SCNN1D		sodium channel epithelial 1 delta subunit	amiloride-sensitive sodium channel subunit delta		21	NC_011485.1	5958210	5967492	plus	12		
59729	Taeniopygia guttata	100220294	0	live	SCAP		SREBF chaperone	LOW QUALITY PROTEIN: sterol regulatory element-binding protein cleavage-activating protein		Un							
59729	Taeniopygia guttata	100220293	0	live	UBR4		ubiquitin protein ligase E3 component n-recognin 4	E3 ubiquitin-protein ligase UBR4		21							
59729	Taeniopygia guttata	100220292	0	live	PPP1R3A		protein phosphatase 1 regulatory subunit 3A	protein phosphatase 1 regulatory subunit 3A		1A	NC_011463.1	25815970	25842722	plus	4		
59729	Taeniopygia guttata	100220290	0	live	C1QC		complement C1q C chain	complement C1q subcomponent subunit C		21							
59729	Taeniopygia guttata	100220287	0	live	SIK1		salt inducible kinase 1	serine/threonine-protein kinase SIK1		1	NC_011462.1	4473070	4485040	minus	13		
59729	Taeniopygia guttata	100220286	0	live	WWC2		WW and C2 domain containing 2	protein WWC2		4	NC_011467.1	38089005	38177411	plus	24		
59729	Taeniopygia guttata	100220282	0	live	CTPS2		CTP synthase 2	CTP synthase 2|cytidine triphosphate synthase II		1	NC_011462.1	16345019	16407573	plus	21		
59729	Taeniopygia guttata	100220281	0	live	CBX1		chromobox 1	chromobox protein homolog 1|chromobox homolog 1 (HP1 beta homolog Drosophila )		Un							
59729	Taeniopygia guttata	100220280	0	live	SZT2		SZT2, KICSTOR complex subunit	protein SZT2|seizure threshold 2 homolog		8	NC_011472.1	16425049	16480973	plus	72		
59729	Taeniopygia guttata	100220279	0	live	C1QTNF8		C1q and TNF related 8	complement C1q tumor necrosis factor-related protein 8|C1q and tumor necrosis factor related protein 8|complement C1q tumor necrosis factor-related protein 1-like		14	NC_011478.1	9931536	9933228	plus	2		
59729	Taeniopygia guttata	100220278	0	live	NRDC		nardilysin convertase	nardilysin		8	NC_011472.1	21694916	21722335	minus	31		
59729	Taeniopygia guttata	100220277	0	live	TMEM11		transmembrane protein 11	transmembrane protein 11, mitochondrial		14	NC_011478.1	10941609	10944082	minus	3		
59729	Taeniopygia guttata	100220276	0	live	SLC12A7		solute carrier family 12 member 7	solute carrier family 12 member 7		2	NC_011465.1	76413388	76484084	minus	26		
59729	Taeniopygia guttata	100220275	0	live	POMGNT1		protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1|protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase		8	NC_011472.1	18628365	18640664	minus	22		
59729	Taeniopygia guttata	100220274	0	live	GABRB1		gamma-aminobutyric acid type A receptor beta1 subunit	gamma-aminobutyric acid receptor subunit beta-1		4	NC_011467.1	45401110	45511212	minus	8		
59729	Taeniopygia guttata	100220273	0	live	SDK1		sidekick cell adhesion molecule 1	protein sidekick-1|sidekick 1		14	NC_011478.1	11747206	12140403	minus	46		
59729	Taeniopygia guttata	100220270	0	live	TMEM130		transmembrane protein 130	transmembrane protein 130		14	NC_011478.1	14714689	14724022	plus	7		
59729	Taeniopygia guttata	100220269	0	live	TMEM27		transmembrane protein 27	collectrin		1	NC_011462.1	16785214	16807536	plus	6		
59729	Taeniopygia guttata	100220268	0	live	VWA3A		von Willebrand factor A domain containing 3A	von Willebrand factor A domain-containing protein 3A		14	NC_011478.1	15461494	15486056	minus	32		
59729	Taeniopygia guttata	100220267	0	live	USP24		ubiquitin specific peptidase 24	ubiquitin carboxyl-terminal hydrolase 24		8	NC_011472.1	22988414	23034314	minus	67		
59729	Taeniopygia guttata	100220265	0	live	FOXD3		forkhead box D3	forkhead box protein D3		8	NC_011472.1	25761554	25762378	plus	1		
59729	Taeniopygia guttata	100220261	0	live	ZNF365		zinc finger protein 365	protein ZNF365		6	NC_011470.1	5034632	5050392	minus	4		
59729	Taeniopygia guttata	100220259	0	live	FURIN		furin, paired basic amino acid cleaving enzyme	furin		10	NC_011474.1	20547531	20559034	minus	15		
59729	Taeniopygia guttata	100220258	0	live	PAX2		paired box 2	paired box protein Pax-2|paired box protein 2|paired box protein Pax-2-A-like		6	NC_011470.1	16079400	16161804	minus	10		
59729	Taeniopygia guttata	100220257	0	live	EDARADD		EDAR associated death domain	ectodysplasin-A receptor-associated adapter protein		3	NC_011466.1	45168645	45183618	plus	6		
59729	Taeniopygia guttata	100220256	0	live	TSPAN12		tetraspanin 12	tetraspanin-12		1A	NC_011463.1	22748569	22789761	plus	7		
59729	Taeniopygia guttata	100220254	0	live	UTRN		utrophin	LOW QUALITY PROTEIN: utrophin		3	NC_011466.1	49185505	49470607	minus	73		
59729	Taeniopygia guttata	100220252	0	live	NDST2		N-deacetylase and N-sulfotransferase 2	bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2|N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2		6	NC_011470.1	14626928	14735321	plus	16		
59729	Taeniopygia guttata	100220251	0	live	TRABD		TraB domain containing	traB domain-containing protein		1A	NC_011463.1	19459673	19478816	plus	10		
59729	Taeniopygia guttata	100220249	0	live	GPR37		G protein-coupled receptor 37	prosaposin receptor GPR37		1A	NC_011463.1	21098130	21110156	plus	3		
59729	Taeniopygia guttata	100220247	0	live	FBXO8		F-box protein 8	F-box only protein 8		4	NC_011467.1	34741095	34759064	minus	7		
59729	Taeniopygia guttata	100220246	0	live	MTHFSD		methenyltetrahydrofolate synthetase domain containing	methenyltetrahydrofolate synthase domain-containing protein		11	NC_011475.1	300357	316399	minus	7		
59729	Taeniopygia guttata	100220244	0	live	NSMAF		neutral sphingomyelinase activation associated factor	protein FAN		2	NC_011465.1	118150585	118189581	minus	32		
59729	Taeniopygia guttata	100220243	0	live	RHOT1		ras homolog family member T1	mitochondrial Rho GTPase 1		18	NC_011482.1	3668300	3699111	minus	25		
59729	Taeniopygia guttata	100220242	0	live	FILIP1		filamin A interacting protein 1	filamin-A-interacting protein 1		3	NC_011466.1	83029826	83133878	plus	8		
